sentence,mdd,t_depth,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords
"נטע הבינה למה הבחור מופתע: הוא עמד בחנות, מחפש מכנסיים או 
חולצה, ופתאום ניגשת אליו המוֹכֶרֶת ומבקשת שיגיד לנערה שהוא לא 
מכיר את דעתו על הז'קט ....מוזר, לא?",17.85,36,0,27,32,115,3.594,0,15,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,4,2,8,4,8,0,4,0,6,2,2,2,4,4,4,0,0,0,6
"המוֹכֶרֶת והבחור הגיעו לנטע והמוֹכֶרֶת שאלה את הבחור:
""מה דעתךָ?""",8.6,16,0,9,16,45,2.812,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,12,4,0,2,10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"הבחור קצת התבלבל ושאל: ""על מה?""",5.0,7,0,5,6,22,3.667,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,2,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0
"המוֹכֶרֶת הסבירה: ""על מה?, נו, באמת.",4.14,7,0,5,9,22,2.444,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0
"על מה אני יכולה לבקש ממך 
חַוַת דעת?",4.5,7,0,7,10,25,2.5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,2,4
על טיסה לירח?,2.75,5,0,2,3,10,3.333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"על הז'קט הזה אני מדברת, על הז'קט 
השחור שהיא מודדת"".",7.54,15,0,9,12,37,3.083,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,8,0,4,0,0,0,0,0,0,0,2,6,4,0,0,0,3
"המוֹכֶרֶת המשיכה: ""הוא יפה בעינייךָ?""",5.75,9,0,4,8,25,3.125,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
הבחור הסתכל על נטע טוב טוב.,3.67,5,0,5,6,21,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
נטע הרגישה לא בנוח.,4.33,7,0,3,4,15,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"אחרי כמה דקות הבחור אמר: ""אני חושב שהיא חתיכה.",5.44,11,0,8,9,35,3.889,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,2,0,2,0,2,0,0,0,0,0,2,4,2,2,0,0,1
"זאת אומרת 
היא חתיכה באופן כללי, ועם הז'קט הזה במיוחד"".",7.08,14,0,9,11,41,3.727,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,2,4,2,2,0,0,0,2,0,0,0,0,4,2,0,0,0,2
"נטע הרגישה מְבוּכָה (לא נעים) והסמיקה (הלחיים שלה נעשו 
אדומות) .",6.0,10,0,10,13,46,3.538,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
היא הודתה לו בקול חלש על הַמַחְמָאָה.,4.0,10,0,6,12,25,2.083,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,3
נטע החליטה לבקש מהמוֹכֶרֶת שתשמור על את הז'קט עד מחר.,6.62,13,0,9,14,39,2.786,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,2,6,0,0,0,2,0,2,0,2,0,2,0,4,0,0,0,3
"המוֹכֶרֶת לא היתה מרוצה: ""מותק, אני לא חֶבְרַת שמירה.",5.11,10,0,8,15,35,2.333,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,2,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4
"או שאת 
קונה אותו עכשיו, או שבחורה אחרת תקנה אותו""
נטע ניסתה להסביר: ""אני חייבת לחשוב עד מחר"".",8.65,17,0,17,18,70,3.889,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,2,2,0,0,2,4,0,0,4,4,2,0,2,2,2,0,0,2,5
"נטע יצאה מהחנות לרחוב, מרגישה שהיא זקוקה לקצת זמן לחשוב 
על קניית הז'קט.",9.18,17,0,12,14,56,4.0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,2,6,6,0,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1
"למחרת, באותה השעה, היא חזרה לחנות .",5.29,7,0,6,6,26,4.333,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1
נטע נכנסה וניגשה לאזור שבו מוצג הז'קט השחור.,7.46,15,0,7,9,35,3.889,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,6,2,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"היא הרימה יד כדי להוריד אותו מהקולב 
ופתאום....
ראתה את הבחור הנאה, מאתמול.",7.5,16,0,12,13,56,4.308,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,6,0,0,2,0,0,2,0,4,0,0,2,2,0,0,0,3
"וגם המוֹכֶרֶת היתה שם, לצידו.",5.0,7,0,4,8,20,2.5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
נטע ראתה את המוֹכֶרֶת והבחור הולכים לעבר נערה שמדדה ג'ינס.,6.92,12,0,9,14,44,3.143,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,4,2,2,4,0,0,0,0,2,0,2,0,2,0,0,0,2
"נטע שמעה שהמוֹכֶרֶת שאלה את הבחור: 
""מה דעתך על מה שהיא לובשת?"".",7.86,16,0,11,15,44,2.933,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,4,0,2,2,0,0,0,0,2,4,4,2,2,0,0,0,3
"נטע, שהתחבאה מאחורי הקולב, ראתה שהפרצוף שלו נעשה 
מופתע, בדיוק כמו שקרה אתמול.",9.12,17,0,12,13,61,4.692,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,2,4,0,0,0,0,0,2,0,0,0,6,0,4,0,0,0,3
"נטע שמעה את הבחור אומר לבחורה שמדדה ג'ינס: ""את חתיכה"".",6.75,11,0,9,11,40,3.636,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,2,4,0,2,4,0,0,0,0,4,0,2,0,0,0,0,0,1
נטע ראתה שהנערה משתכנעת וקונה את הג'ינס.,5.67,11,0,6,8,32,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,4,2,4,2,0,0,0,0,2,0,2,0,0,0,0,0,1
"נטע גם ראתה, שהמוֹכֶרֶת והבחור הנאה נתנו כִּיף אחד לשני.",8.53,17,0,9,14,40,2.857,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,8,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1
"נטע התקדמה לעבר המוֹכֶרֶת והבחור ואמרה: 
""חזרתי לכאן במטרה לקנות את הז'קט, אבל התחרטתי אחרי 
שראיתי שאתה לא סתם בחור שקונה בחנות אלא מוֹכֵר מְתֻחְכָּם"".",17.62,35,0,24,35,110,3.143,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,14,12,0,10,8,4,2,2,2,0,6,4,2,0,4,2,4,0,0,0,5
"הבחור ענה:
""מה זה משנה מי אני?",3.83,7,0,6,7,21,3.0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,2,0,0,0,0,0,2,0,4,0,0,0,0,2
"מה שחשוב זה אם הז'קט מוצא חן בעינייךְ או 
לא?""",6.33,12,0,9,11,32,2.909,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2,4,0,4,0,0,0,2,4,0,2,2,2,0,0,0,0,4
"נטע כעסה מאוד: ""מה שחשוב זה, שאתה והמוֹכֶרֶת מרמים אנשים.",6.75,13,0,9,13,41,3.154,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,2,2,4,2,0,0,2,0,0,2,4,4,0,0,0,0,0
"אני לא צריכה שתגיד לי את דעתך על הז'קט ואני גם לא אקנה את 
הז'קט.",9.47,17,0,14,17,47,2.765,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,4,2,0,0,0,0,6,0,4,0,2,4,4,0,0,2,8
"הז'קט הזה שחור ועושה לי שחור בעיניים (עושה לי הרגשה
רעה)""
נטע יצאה מהחנות בלי ז'קט שחור, אבל שמחה ומרוצה.",13.93,27,0,19,22,79,3.591,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,6,4,10,4,4,0,0,0,0,2,0,0,4,2,6,0,0,0,4
אתמול בערב אורן הלך לְמסיבה.,4.86,8,0,4,6,22,3.667,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
במסיבה אורן ראה את איילת.,3.83,6,0,4,5,20,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1
איילת מאוד יפה ואורן הסתכל עליה כל הזמן.,6.2,12,0,7,8,32,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2
היא מצאה חן בעיניו.,2.5,4,0,3,4,15,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
גם איילת הסתכלה על אורן במהלך המסיבה.,4.62,9,0,6,7,30,4.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2
"בדיוק לפני שכולם הלכו הביתה, אורן החליט להיות אמיץ ולדבר עם איילת.",7.87,15,0,11,12,53,4.417,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,4,2,2,0,2,0,0,2,0,0,0,2,2,4,0,0,0,3
אורן התקרב לאיילת ושאל אותה אם יש לה טלפון.,6.0,11,0,8,9,34,3.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,2,0,2,2,0,0,2,2,0,0,0,2,0,0,0,4
"איילת צחקה ואמרה: ""בטח שיש לי טלפון.",4.62,8,0,6,7,27,3.857,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,1
"לכל אחד יש טלפון"".",3.0,4,0,3,4,13,3.25,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
אורן הרגיש לא נעים.,3.0,5,0,3,4,15,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
"הוא חשב שאיילת תבין, שהוא שואל כי הוא רוצה לקבל ממנה את מספר הטלפון שלה, לא רק לדעת אם יש לה מכשיר טלפון או לא..... אורן הרגיש לא בנוח.",16.67,32,0,28,29,99,3.414,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,2,2,0,6,2,4,0,8,6,2,0,4,6,2,0,0,0,11
"איילת הבינה מה אורן רצה ולכן אמרה: ""אתה רושם?""",6.44,11,0,8,9,34,3.778,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,2,2,2,0,4,0,0,2,0,2,0,2,0,0,0,0,1
"אורן מִלְמֵל (דיבר בשקט): ""אין לי נייר ועט"".",6.1,11,0,7,11,28,2.545,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,2,2,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1
"איילת אמרה ""לי יש"", והוציאה דף מקופל מהכיס של החולצה שלה, ""למזלךָ"".",8.47,16,0,11,12,48,4.0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,4,6,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1
"""רק למזלי?",2.0,2,0,1,2,7,3.5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ומה איתךְ?""",3.0,3,0,1,2,7,3.5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"אורן נבהל, אולי איילת לא רוצה להיות חברה שלו.",5.0,8,0,8,9,35,3.889,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3
"איילת חייכה ומיד תיקנה: ""למזלנו"".",4.57,8,0,4,5,25,5.0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"""תגידי איילת, איזה מזל את?""",2.0,4,0,4,5,19,3.8,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1
אורן שאל.,1.5,2,0,1,2,7,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"סתם הוא שאל את זה, ממש סתם.",3.17,4,0,6,7,19,2.714,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,4,0,0,0,0,2
בלי שום סיבה.,2.0,3,0,2,3,10,3.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
"בניגוד לדפנה, אחותו הגדולה, אורן לא מבין שום דבר בּאַסְטְרוֹלוֹגְיָה (בַּהוֹרוֹסְקוֹפּ).",8.38,15,0,10,24,58,2.417,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,8,6,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,1
"אורן יודע שלכל חודש בשנה יש מזל אַסְטְרוֹלוֹגִי, למשל, דגים, מאֹזניים, דלי וקשת, אבל הוא לא מכיר מה אומר כל מזל.",12.17,24,0,20,28,79,2.821,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,4,2,2,8,2,2,0,2,4,0,2,2,2,0,4,0,0,6
אורן שאל כי הוא רצה לשוחח עם איילת.,4.29,7,0,7,8,27,3.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,2,2,0,0,0,3
"איילת ענתה: ""אני נולדתי בחודש ספטמבר.",3.71,7,0,5,6,29,4.833,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"אני מזל בתולה"".",2.0,2,0,2,3,11,3.667,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"אורן כתב את מספר הטלפון של איילת על הנייר שהיא נתנה לו ואמר: ""אז להתראות מחר"".",9.79,18,0,15,16,59,3.688,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,2,4,2,0,4,2,0,4,0,2,0,2,2,4,0,0,0,4
"איילת שאלה ""מה, נצא לפגישה?""",4.0,7,0,4,5,20,4.0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"ואורן ענה ""בטח"".",3.0,3,0,2,3,11,3.667,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"איילת המשיכה לשאול: ""באיזו שעה?",3.5,5,0,4,5,24,4.8,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
ומה ללבוש?,3.0,3,0,1,2,8,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ולאן נלך?""",3.0,3,0,1,2,7,3.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"""בשביל זה לקחתי את מספר הטלפון שלךְ"", אמר אורן.",6.0,11,0,8,9,34,3.778,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,2,0,0,2,0,0,0,0,2,0,2,2,4,2,0,0,2
"""מחר אחר הצהריים אני אתקשר אלייךְ ונחליט ביחד אייך ואיפה נֵבַלֶּה"".",7.46,13,0,10,14,49,3.5,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,0,2,4,0,0,0,0,4,0,0,0,0,2,4,0,0,0,2
"""אז להתראות"", איילת קראה לחברה שלה והן התחילו ללכת הביתה.",5.7,10,0,9,10,44,4.4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,2,0,2,0,0,4,0,0,0,0,2,0,0,0,0,1
אורן המשיך להסתכל על איילת עד שהיא נעלמה בחושך.,6.27,13,0,8,9,38,4.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,4,0,0,2,2,0,0,0,0,0,2,2,4,0,0,0,2
"אורן חשב: ""חבל שלא התנדבתי לְלַווֹת את איילת עד לבית שלה.",7.23,14,0,10,14,41,2.929,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,2,2,0,0,2,2,0,4,0,2,0,2,0,2,0,0,0,2
"מסוכן ללכת בחושך"".",2.75,5,0,2,3,14,4.667,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כל הלילה אורן חשב על איילת.,4.17,6,0,5,6,21,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,2
"הוא דמיין שהיא נראית כמו בְּתוּלַת יָם, שיוצאת מהים 
עם שיער בלונדיני גולש.",10.61,20,0,12,17,55,3.235,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,4,0,6,0,2,0,0,0,0,0,6,4,4,0,0,0,3
"לאורן היה קשה להירדם כי הוא חשב על איילת 
כל הזמן וכבר ראה את שניהם יוצאים לפגישה מחר בערב, 
מחזיקים יד ביד ומתאהבים.",14.38,32,0,22,23,91,3.957,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,8,8,4,4,0,2,0,4,2,2,0,0,4,2,2,0,2,6
"גם למחרת, אורן המשיך לחשוב על איילת.",5.0,8,0,6,7,28,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,2
הוא חשב על זה שאיילת נולדה במזל בתולה.,6.18,13,0,7,8,30,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,4,0,0,2,0,0,0,0,0,0,2,4,2,0,0,0,3
"בצהריים כבר לא יכול היה לְהִתְאַפֵּק, ובשקט בשקט, 
על קצות האצבעות, נכנס לחדר של דפנה, אחותו הגדולה.",12.13,22,0,16,22,72,3.273,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,8,8,2,2,0,2,0,4,0,0,0,0,0,2,0,0,2,5
לדפנה הייתה ספריה גדולה בחדר.,4.62,9,0,4,5,24,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"אורן הסתכל על הספרים עד 
שראה על אחד מהמדפים כמה ספרי אַסְטְרוֹלוֹגְיָה.",7.29,15,0,11,19,52,2.737,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,4,0,0,2,2,0,0,0,0,0,2,0,6,2,0,0,3
אורן לא ידע איזה ספר לקחת.,3.4,5,0,5,6,20,3.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2
היו ספרים עבים והיו ספרים דקים.,4.0,6,0,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
היו ספרים עם כתב קטן וצפוף ואחרים עם כתב גדול.,5.7,10,0,9,10,36,3.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
"לקח לאורן זמן להחליט ובסוף הוא לקח ספר שהיה ""באמצע"": 
לא יותר מדי עבה ולא יותר מדי דק.",12.7,26,0,17,18,64,3.556,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,6,4,6,4,4,0,0,2,0,10,0,0,0,2,2,0,2,0,0,6
"אורן לקח את הספר 
ומיהר לחדר שלו.",5.33,9,0,6,7,25,3.571,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"אורן נכנס לחדר שלו ונעל את הדלת 
כדי שלא ייכנס מישהו ויפריע לו לקרוא.",9.61,18,0,13,14,54,3.857,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,2,2,4,0,0,0,0,2,0,2,0,2,2,4,0,0,0,3
"אורן התיישב מול השולחן, 
פתח את הספר וחיפש את הפרק על מזל בתולה.",8.13,15,0,12,13,49,3.769,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,2,0,2,2,0,0,0,4,0,0,0,4,0,0,0,4
אורן התחיל לקרוא ופתאום הֶחְוִיר (הלחיים שלו נהיו לבנות כי הוא מאוד נבהל).,8.88,18,0,12,16,56,3.5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,2,4,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,3
אורן לא האמין למה שהוא קורא!,4.17,7,0,5,6,22,3.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,2,2,0,0,0,0,2
"בספר היה כתוב: ""אנשים שנולדו במזל בתולה הם מאוד מאורגנים ומסודרים.",9.06,17,0,10,11,53,4.818,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,6,4,2,4,0,2,0,2,0,0,0,2,2,0,0,0,0,2
"למשל, ארון הבגדים שלהם מסודר כמו בבית מרקחת""
""אנשים במזל בתולה מאוד דייקניים ודואגים לעשות הכל הכי טוב שאפשר.",11.68,23,0,18,19,87,4.579,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,6,4,4,2,4,0,4,0,4,2,0,0,2,0,2,2,0,2,2
הם חרוצים מאוד אבל גם מעבירים ביקורת (אומרים דברים לא טובים) על מה שאחרים עושים.,8.64,16,0,14,15,63,4.2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,0,6,2,0,2,2,2,2,0,0,0,6
"הם עושים דברים רק אם הם מתוּכננים, ולא מקבלים רעיונות של אנשים אחרים.",6.83,12,0,12,14,54,3.857,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,6,0,0,0,4,2,0,0,0,4,0,0,0,0,5
"אנשים במזל בתולה יכולים לדבר אל אנשים אחרים בְּעוֹקְצָנוּת (במילים פוגעות) והם אוהבים להיות בשליטה (לקבוע לאחרים מה לעשות)"".",13.46,28,0,18,24,94,3.917,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,6,8,12,8,2,2,0,0,0,0,0,0,2,0,2,2,0,0,2,5
אורן המשיך לקרוא והרגיש לא נוח.,4.0,7,0,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
"הוא לא אהב את מה שכתוב ודאג  
מאוד שזה האופי האמיתי של איילת.",4.44,8,0,12,13,46,3.538,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,4,2,2,0,2,0,4,0,2,2,4,4,0,0,0,0,5
"אורן לא אוהב שהכול מתוכנן והכל 
בשליטה של מישהו אחר, הוא גם לא אוהב עוֹקְצָנוּת (מילים פוגעות)
ולא אהב שהכל מסודר.",12.92,26,0,20,25,85,3.4,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,6,2,6,2,2,0,6,0,0,0,4,0,0,6,0,0,5
"אורן כבר רצה להחזיר את הספר לחדר של דפנה אחותו אבל פתאום ראה שכתוב עוד משהו:
""בנות במזל בתולה אוהבות ללכת למקומות בילוי כמו הצגות תיאטרון או 
קונצרטים.",14.46,31,0,27,28,120,4.286,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,24,6,0,8,2,0,2,0,6,0,4,4,2,0,0,0,2,2,0,0,5
"הן לא מבלות כמעט בכלל במועדוני ריקודים ולא אוהבות 
ספורט.",5.7,11,0,9,10,46,4.6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,4,0,2,0,8,0,0,0,0,2,0,0,0,0,2
הבנות במזל בתולה לא מוכנות שכל אחד יהיה חבר שלהן.,7.0,12,0,9,10,39,3.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2
"הן בוחרות רק את מי שהן רוצות"".",4.43,8,0,6,7,22,3.143,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,2,4,0,0,0,0,4
